gold_label,sentence1,sentence2
entailment,So this is kind of what we're building datsun squares,So I think we can get everything done but the new learning part we'll see how that goes you have to find a proper data Center train this thing on
entailment,So I think we can get everything done but the new learning part we'll see how that goes you have to find a proper data Center train this thing on,yeah well I mean hopefully this does something right I mean this is supposed to be dagger for y'all to
entailment,yeah well I mean hopefully this does something right I mean this is supposed to be dagger for y'all to,yeah yeah correct correct awesome okay so
entailment,yeah yeah correct correct awesome okay so,yeah alright so this is a game of dots and boxes so
entailment,yeah alright so this is a game of dots and boxes so,So he re's kind of what you see so here are the roles what we're going to do so the goal is to capture an entire box and the way you capture an entire box is to fill in the rectangle around that right you play against a single opponent at least it will be me and you
entailment,So he re's kind of what you see so here are the roles what we're going to do so the goal is to capture an entire box and the way you capture an entire box is to fill in the rectangle around that right you play against a single opponent at least it will be me and you,Okay be careful that you don't create a situation where the other person can capture an entire box right
entailment,Okay be careful that you don't create a situation where the other person can capture an entire box right,here's the thing
entailment,here's the thing,After you capture a box you get to go again so your turn does not end whenever you capture a box
entailment,After you capture a box you get to go again so your turn does not end whenever you capture a box,seems like
entailment,seems like,it's a cyclical situation where you just keep capturing boxes over and over again right okay okay
entailment,it's a cyclical situation where you just keep capturing boxes over and over again right okay okay,and whoever has the most boxes at the end essentially wins
entailment,and whoever has the most boxes at the end essentially wins,Okay seems simple enough
entailment,Okay seems simple enough,awesome awesome let's make sure that
entailment,awesome awesome let's make sure that,Share okay alright so we're gonna play this game on this particular little website
entailment,Share okay alright so we're gonna play this game on this particular little website,Solomon if you're watching this instead of using your drawings Well this is much more interactive for us and much easier to set up rather than draw things so this is where we'll do it okay so let's play the game
entailment,Solomon if you're watching this instead of using your drawings Well this is much more interactive for us and much easier to set up rather than draw things so this is where we'll do it okay so let's play the game,he'll be with other people to five by four is a pretty decent grid
entailment,he'll be with other people to five by four is a pretty decent grid,or right yes it's a private game alright so i'm going to go and share this thing with you on chat
entailment,or right yes it's a private game alright so i'm going to go and share this thing with you on chat,awesome
entailment,awesome,There you go if you will please join the game
entailment,There you go if you will please join the game,horse
entailment,horse,There we go i'm ready
entailment,There we go i'm ready,to play by five rounds let's see if you can get up to speed within
entailment,to play by five rounds let's see if you can get up to speed within,five rounds okay
entailment,five rounds okay,Okay i'll try my best
entailment,Okay i'll try my best,Okay so my turn I will connect here
entailment,Okay so my turn I will connect here,Okay
entailment,Okay,There we go
entailment,There we go,wow
entailment,wow,Ah
entailment,Ah,yeah that's exactly how it works
entailment,yeah that's exactly how it works,Okay so
entailment,Okay so,Since I connected I get to go again
entailment,Since I connected I get to go again,You think this is simple but this thing has like a ton of strategy behind it
entailment,You think this is simple but this thing has like a ton of strategy behind it,yeah I wonder what do you understand was when this particular game was invented
entailment,yeah I wonder what do you understand was when this particular game was invented,I don't know exactly when this thing was
entailment,I don't know exactly when this thing was,Interesting yeah yeah yeah It is interesting like again it's so simple to play but I went up against the computer a few times and man it just rolled me every single time
entailment,Interesting yeah yeah yeah It is interesting like again it's so simple to play but I went up against the computer a few times and man it just rolled me every single time,I think I think I want one game yeah
entailment,I think I think I want one game yeah,wow
entailment,wow,I wonder what type of what type of Ai they use for their
entailment,I wonder what type of what type of Ai they use for their,system so
